id,ar_name,en_name,fr_name,ar_content,fr_content,en_content,total,transcription,audio_url,tasbih_id,numOrder,ml_name,ml_content,communityId,is_active,created_at,updated_at
12,أَسْتَغْفِرُ اللهَ الْعَظِيمَ الَّذِي لَا إِلَهَ إِلَّا هُوَ الْحَيُّ الْقَيُّومُ,"I seek forgiveness from Allah, the Most Great, besides whom there is no deity, the Living, the Sustainer.","Je demande pardon à Allah, le Très Grand, en dehors duquel il n'y a point de divinité, le Vivant, Celui qui subsiste par Lui-même",أَسْتَغْفِرُ اللهَ الْعَظِيمَ الَّذِي لَا إِلَهَ إِلَّا هُوَ الْحَيُّ الْقَيُّومُ,"Je demande pardon à Allah, le Très Grand, en dehors duquel il n'y a point de divinité, le Vivant, Celui qui subsiste par Lui-même","I seek forgiveness from Allah, the Most Great, besides whom there is no deity, the Living, the Sustainer.",30,Astaghfirullah al-‘Azim alladhi la ilaha illa Huwa al-Hayy al-Qayyum.,assets/laz.mp3,3,3,"Saya memohon ampun kepada Allah, Yang Maha Besar, tiada tuhan selain Dia, Yang Hidup, Yang Berdiri Sendiri.","Saya memohon ampun kepada Allah, Yang Maha Besar, tiada tuhan selain Dia, Yang Hidup, Yang Berdiri Sendiri.",1,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
13,سُبْحَانَ ربّكَ ربِّ العِزّةِ عمَّا يَصِفُونَ وَ سَلام عَلى المُرْسَلِينَ وَ الحَمْدُ للهِ ربِّ العَالَمِينَ,"Glory be to your Lord, the Lord of Might, above what they describe. And peace be upon the messengers. And praise be to God, Lord of the worlds.","Gloire à ton Seigneur, Seigneur de gloire au-dessus de ce qu'ils décrivent, et paix soit sur les messagers, et louange à Dieu, Seigneur des mondes.",سُبْحَانَ ربّكَ ربِّ العِزّةِ عمَّا يَصِفُونَ وَ سَلام عَلى المُرْسَلِينَ وَ الحَمْدُ للهِ ربِّ العَالَمِينَ,"Gloire à ton Seigneur, Seigneur de gloire au-dessus de ce qu'ils décrivent, et paix soit sur les messagers, et louange à Dieu, Seigneur des mondes.","Glory be to your Lord, the Lord of Might, above what they describe. And peace be upon the messengers. And praise be to God, Lord of the worlds.",1,"Subḥāna Rabbika Rabbil-ʿizzati ʿammā yaṣifūn, wa salāmun ʿala-l-mursalīn, wal-ḥamdu lillāhi Rabbil-ʿālamīn.",assets/laz.mp3,3,4,"Maha Suci Tuhanmu, Tuhan yang mempunyai kekuasaan, dari apa yang mereka sifatkan. Dan salam sejahtera ke atas para Rasul. Dan segala puji bagi Allah, Tuhan sekalian alam.","Maha Suci Tuhanmu, Tuhan yang mempunyai kekuasaan, dari apa yang mereka sifatkan. Dan salam sejahtera ke atas para Rasul. Dan segala puji bagi Allah, Tuhan sekalian alam.",1,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
14,صلاة الفاتحة,The Prayer of the Opener of What Was Closed,La Prière de l’Ouvreur de ce qui était fermé.,اللَّهُمَّ صَلِّ عَلى سَيِّدِنَا مُحَمَّدٍ ، الفاتِحِ لِمَا أُغْلِقَ و الخاتِمِ لِمَا سَبَقَ ، نَاصِرِ الحَقِّ بِالحَقِّ و الهَادِي إلى صِرَاطِكَ المُسْتَقِيمِ ، و عَلَى آلِهِ حَقَّ قَدْرِهِ و مِقْدَارِهِ العَظِيمِ,"Ô Allah, répands Tes bénédictions sur notre maître Muhammad, celui qui ouvre ce qui était fermé, qui scelle ce qui a précédé, le défenseur de la vérité par la vérité, et le guide vers Ton droit chemin. Et (répands Tes bénédictions) sur sa famille selon la vraie mesure de sa valeur et de son immense stature","O Allah, send Your blessings upon our master Muhammad, the opener of what was closed, the seal of what came before, the defender of the truth with the truth, and the guide to Your straight path. And (send Your blessings) upon his family according to the true measure of his value and immense stature.",50,"Allahumma salli 'ala sayidina Muhammad, al-Fatih lima ughliqa wa al-Khatim lima sabaqa, Nasir al-haqq bil-haqq wa al-hadi ila siratika al-mustaqim, wa 'ala alihi haqq qadrihi wa miqdarihi al-azim.",assets/laz.mp3,3,5,Salat Pembuka bagi Apa yang Tertutup,"Ya Allah, curahkanlah rahmat-Mu kepada tuan kami Muhammad, pembuka apa yang tertutup, penutup apa yang telah lalu, pembela kebenaran dengan kebenaran, dan petunjuk kepada jalan-Mu yang lurus. Dan (curahkanlah rahmat-Mu) kepada keluarganya mengikut ukuran sebenar nilai dan kedudukan agungnya.",1,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
15,سُبْحَانَ ربّكَ ربِّ العِزّةِ عمَّا يَصِفُونَ وَ سَلام عَلى المُرْسَلِينَ وَ الحَمْدُ للهِ ربِّ العَالَمِينَ,"Glory be to your Lord, the Lord of Might, above what they describe. And peace be upon the messengers. And praise be to God, Lord of the worlds.","Gloire à ton Seigneur, Seigneur de gloire au-dessus de ce qu'ils décrivent, et paix soit sur les messagers, et louange à Dieu, Seigneur des mondes.",سُبْحَانَ ربّكَ ربِّ العِزّةِ عمَّا يَصِفُونَ وَ سَلام عَلى المُرْسَلِينَ وَ الحَمْدُ للهِ ربِّ العَالَمِينَ,"Gloire à ton Seigneur, Seigneur de gloire au-dessus de ce qu'ils décrivent, et paix soit sur les messagers, et louange à Dieu, Seigneur des mondes.","Glory be to your Lord, the Lord of Might, above what they describe. And peace be upon the messengers. And praise be to God, Lord of the worlds.",1,"Subḥāna Rabbika Rabbil-ʿizzati ʿammā yaṣifūn, wa salāmun ʿala-l-mursalīn, wal-ḥamdu lillāhi Rabbil-ʿālamīn.",assets/laz.mp3,3,7,"Maha Suci Tuhanmu, Tuhan yang mempunyai kekuasaan, dari apa yang mereka sifatkan. Dan salam sejahtera ke atas para Rasul. Dan segala puji bagi Allah, Tuhan sekalian alam.","Maha Suci Tuhanmu, Tuhan yang mempunyai kekuasaan, dari apa yang mereka sifatkan. Dan salam sejahtera ke atas para Rasul. Dan segala puji bagi Allah, Tuhan sekalian alam.",1,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
16,لا اله إلا الله,There is no god but Allah,Il n'y a de dieu qu'Allah,لا اله إلا الله,Il n'y a de dieu qu'Allah,There is no god but Allah,100,Lā ilāha illā Allāh.,assets/laz.mp3,3,8,Tiada tuhan selain Allah,Tiada tuhan selain Allah,1,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
17,– سيّدنا محمّد رسول الله عليه سلام الله,– سيّدنا محمّد رسول الله عليه سلام الله,– سيّدنا محمّد رسول الله عليه سلام الله,– سيّدنا محمّد رسول الله عليه سلام الله,– سيّدنا محمّد رسول الله عليه سلام الله,– سيّدنا محمّد رسول الله عليه سلام الله,1,Sayyiduna Muhammad Rasul Allah 'alayhi salam Allah,assets/laz.mp3,3,9,– سيّدنا محمّد رسول الله عليه سلام الله,– سيّدنا محمّد رسول الله عليه سلام الله,1,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
18,جوهرة الكمال,The Jewel of Perfection,La Perle de la Perfection,"اللَّهُمَّ صَلِّ وَسَلِّمْ عَلَى عَيْنِ الرَّحْمَةِ الرَّبَّانِيَّةِ وَالْيَاقُوتَةِ الْمُتَحَقِّقَةِ الْحَائِطَةِ بِمَرْكَزِ الْفُهُومِ وَالْمَعَانِي وَنُورِ الْأَكْوَانِ الْمُتَكَوِّنَةِ الْآدَمِيِّ صَاحِبِ الْحَقِّ الرَّبَّانِيِّ الْبَرْقِ الْأَسْطَعِ بِمُزُونِ الْأَرْبَاحِ الْمَالِئَةِ لِكُلِّ مُتَعَرِّضٍ مِنَ الْبُحُورِ وَالْأَوَانِي وَنُورِكَ اللَّامِعِ الَّذِي مَلَأْتَ بِهِ كَوْنَكَ الْحَائِطَ بِأَمْكِنَةِ الْمَكَانِيِّ اللَّهُمَّ صَلِّ وَسَلِّمْ عَلَى عَيْنِ الْحَقِّ الَّتِي تَتَجَلَّى مِنْهَا عُرُوشُ الْحَقَائِقِ عَيْنِ الْمَعَارِفِ الْأَقْوَمِ صِرَاطِكَ التَّامِّ الْأَسْقَمِ اللَّهُمَّ صَلِّ وَسَلِّمْ عَلَى طَلْعَةِ الْحَقِّ بِالْحَقِّ الْكَنْزِ الْأَعْظَمِ إِفَاضَتِكَ مِنْكَ إِلَيْكَ إِحَاطَةَ النُّورِ الْمُطَلْسَمِ صَلَّى اللهُ عَلَيْهِ وَعَلَى آلِهِ صَلَاةً تُعَرِّفُنَا بِهَا إِيَّاهُ
اللَّهُمَّ صَلِّ وَسَلِّمْ عَلَى عَيْنِ الرَّحْمَةِ الرَّبَّانِيَّةِ وَالْيَاقُوتَةِ الْمُتَحَقِّقَةِ الْحَائِطَةِ بِمَرْكَزِ الْفُهُومِ وَالْمَعَانِي وَنُورِ الْأَكْوَانِ الْمُتَكَوِّنَةِ الْآدَمِيِّ صَاحِبِ الْحَقِّ الرَّبَّانِيِّ الْبَرْقِ الْأَسْطَعِ بِمُزُونِ الْأَرْبَاحِ الْمَالِئَةِ لِكُلِّ مُتَعَرِّضٍ مِنَ الْبُحُورِ وَالْأَوَانِي وَنُورِكَ اللَّامِعِ الَّذِي مَلَأْتَ بِهِ كَوْنَكَ الْحَائِطَ بِأَمْكِنَةِ الْمَكَانِي اللَّهُمَّ صَلِّ وَسَلِّمْ عَلَى عَيْنِ الْحَقِّ الَّتِي تَتَجَلَّى مِنْهَا عُرُوشُ الْحَقَائِقِ عَيْنِ الْمَعَارِفِ الْأَقْوَمِ صِرَاطِكَ التَّامِّ الْأَسْقَمِ اللَّهُمَّ صَلِّ وَسَلِّمْ عَلَى طَلْعَةِ الْحَقِّ بِالْحَقِّ الْكَنْزِ الْأَعْظَمِ إِفَاضَتِكَ مِنْكَ إِلَيْكَ إِحَاطَةَ النُّورِ الْمُطَلْسَمِ صَلَّى اللهُ عَلَيْهِ وَعَلَى آلِهِ صَلَاةً تُعَرِّفُنَا بِهَا إِيَّاهُ
","Ô Seigneur, répands Ta grâce et Ta paix sur l'Essence de la Miséricorde Divine,
Le Joyau sublime qui entoure le centre des compréhensions et des significations,
La Lumière des univers créés, l'Humain,
Le Détenteur de la Vérité Divine, l'Éclair le plus brillant,
Avec les nuages de profits qui remplissent tous ceux qui s'y exposent parmi les mers et les récipients,
Et Ta Lumière resplendissante avec laquelle Tu as rempli Ton univers qui entoure les lieux de l'espace.
Ô Seigneur, répands Ta grâce et Ta paix sur l'Essence de la Vérité,
De laquelle se manifestent les trônes des réalités,
L'Essence des connaissances les plus droites, Ton chemin le plus complet et le plus droit.
Ô Seigneur, répands Ta grâce et Ta paix sur l'apparition de la Vérité par la Vérité,
Le Trésor Suprême, Ton effusion de Toi à Toi,
L'enveloppement de la Lumière Mystérieuse.
Que Dieu répande Ses bénédictions sur lui et sa famille,
Une bénédiction par laquelle Il nous fait le connaître
","O Allah, send Your blessings and peace upon the eye of Divine Mercy, the precious ruby that confirms and encompasses the center of understanding and meanings, and the light of the created beings, the Adamic one, the bearer of the Divine Truth, the brightest lightning amidst the abundance of gains that fills every exposure from the seas and containers, and Your shining light with which You filled Your creation, encompassing the places of existence. O Allah, send Your blessings and peace upon the eye of Truth from which the roots of truths manifest, the eye of the most upright knowledge, Your perfect path, the most illustrious. O Allah, send Your blessings and peace upon the countenance of Truth with Truth, the greatest treasure of Your outpouring from You to You, encompassing the hidden light. May Allah's peace and blessings be upon him and his family, a prayer that makes us recognize him.",12,Allahumma salli wa sallim 'ala 'ayn al-rahmah al-rabbaniyyah wa al-yaqutah al-mutahaqqiqah al-ha'itah bimarkaz al-fuhum wa al-ma'ani wa nur al-akwan al-mutakawwinah al-adamiyyah sahib al-haqq al-rabbani al-barq al-as'ta' bimuzun al-arbah al-mali'ah likulli muta'arrid min al-buhur wa al-awani wa nurika al-lami' alladhi mala'ta bihi kawnaka al-ha'it bi'amkinat al-makani. Allahumma salli wa sallim 'ala 'ayn al-haqq allati tatajalla minha 'urush al-haqa'iq 'ayn al-ma'arif al-aqwam siratik al-tamm al-asqam. Allahumma salli wa sallim 'ala tal'ah al-haqq bil-haqq al-kanz al-'azham ifadatika minka ilayka iḥatat al-nur al-mutalassim. Salla Allah 'alayh wa 'ala alihi salatan tu'arrifuna biha iyah.,,3,10,Permata Kesempurnaan,"Ya Allah, curahkanlah rahmat dan salam-Mu kepada mata Rahmat Ilahi, permata yang mengesahkan dan meliputi pusat pemahaman dan makna, serta cahaya makhluk yang terbentuk, yang Adamiyah, pemegang Kebenaran Ilahi, kilat yang paling terang di tengah-tengah banyaknya keuntungan yang memenuhi setiap pendedahan dari lautan dan bekas, serta cahaya-Mu yang bersinar yang Engkau penuhi dalam ciptaan-Mu, meliputi tempat-tempat kewujudan. Ya Allah, curahkanlah rahmat dan salam-Mu kepada mata Kebenaran dari mana akar-akar kebenaran muncul, mata ilmu yang paling teguh, jalan-Mu yang sempurna, yang paling gemilang. Ya Allah, curahkanlah rahmat dan salam-Mu kepada wajah Kebenaran dengan Kebenaran, harta karun terbesar dari curahan-Mu dari-Mu kepada-Mu, meliputi cahaya yang tersembunyi. Semoga rahmat dan salam Allah ke atasnya dan keluarganya, doa yang membuat kami mengenali beliau.",1,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
19,"إِنَّ الله وَ مَلائكتهُ يُصَلّونَ عَلى النَّبيِّ يَا أَيّهَا الّذِينَ آمَنُوا صَلّوا عَلَيْهِ وَ سَلِّمُوا تَسْلِيمًا. صلّى الله عليه و على آله و صحبه و سلّم تسليما. 
سُبْحَانَ ربّكَ ربِّ العِزّةِ عمَّا يَصِفُونَ وَ سَلام عَلى المُرْسَلِينَ وَ الحَمْدُ للهِ ربِّ العَالَمِينَ","Indeed, Allah and His angels send blessings upon the Prophet. O you who have believed, ask [Allah to confer] blessings upon him and ask [Allah to grant him] peace. May Allah send blessings upon him and his family and companions and grant them peace. Glory is to your Lord, the Lord of Might, above what they describe. And peace upon the messengers. And praise is to Allah, Lord of the worlds.","Certes, Allah et Ses Anges prient sur le Prophète; ô vous qui croyez priez sur lui et adressez [lui] vos salutations. Que la prière d'Allah soit sur lui, sur sa famille et ses compagnons, et qu'Il leur accorde la paix.
Gloire à ton Seigneur, le Seigneur de la puissance. Il est au-dessus de ce qu'ils décrivent! Et paix sur les Messagers, et louange à Allah, Seigneur de l'univers","إِنَّ الله وَ مَلائكتهُ يُصَلّونَ عَلى النَّبيِّ يَا أَيّهَا الّذِينَ آمَنُوا صَلّوا عَلَيْهِ وَ سَلِّمُوا تَسْلِيمًا. صلّى الله عليه و على آله و صحبه و سلّم تسليما. 
سُبْحَانَ ربّكَ ربِّ العِزّةِ عمَّا يَصِفُونَ وَ سَلام عَلى المُرْسَلِينَ وَ الحَمْدُ للهِ ربِّ العَالَمِينَ","Certes, Allah et Ses Anges prient sur le Prophète; ô vous qui croyez priez sur lui et adressez [lui] vos salutations. Que la prière d'Allah soit sur lui, sur sa famille et ses compagnons, et qu'Il leur accorde la paix.
Gloire à ton Seigneur, le Seigneur de la puissance. Il est au-dessus de ce qu'ils décrivent! Et paix sur les Messagers, et louange à Allah, Seigneur de l'univers","Indeed, Allah and His angels send blessings upon the Prophet. O you who have believed, ask [Allah to confer] blessings upon him and ask [Allah to grant him] peace. May Allah send blessings upon him and his family and companions and grant them peace. Glory is to your Lord, the Lord of Might, above what they describe. And peace upon the messengers. And praise is to Allah, Lord of the worlds.",1,"Inna Allah wa mala'ikatahoo yusalloona 'ala an-Nabiyy, ya ayyuhal-ladhina amanu sallu 'alayhi wa sallimu tasleeman. Salla Allah 'alayhi wa 'ala aalihi wa sahbihi wa sallim tasleeman. Subhana Rabbika Rabbil 'izzati 'amma yasifoon, wa salamun 'ala al-mursaleen, walhamdu lillahi Rabbil 'alameen.",,3,11,"Sesungguhnya Allah dan para malaikat-Nya bersalawat kepada Nabi. Wahai orang-orang yang beriman, bersalawatlah kepada-Nya dan ucapkanlah salam dengan sepenuh-penuhnya. Semoga Allah memberkati Nabi dan keluarganya serta sahabat-sahabatnya dan memberinya keamanan. Maha Suci Tuhanmu, Tuhan Yang Maha Perkasa, dari apa yang mereka sifatkan. Dan selamat sejahtera ke atas para rasul. Dan pujian adalah bagi Allah, Tuhan sekalian alam.","Sesungguhnya Allah dan para malaikat-Nya bersalawat kepada Nabi. Wahai orang-orang yang beriman, bersalawatlah kepada-Nya dan ucapkanlah salam dengan sepenuh-penuhnya. Semoga Allah memberkati Nabi dan keluarganya serta sahabat-sahabatnya dan memberinya keamanan. Maha Suci Tuhanmu, Tuhan Yang Maha Perkasa, dari apa yang mereka sifatkan. Dan selamat sejahtera ke atas para rasul. Dan pujian adalah bagi Allah, Tuhan sekalian alam.",1,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
20,دعاء الإفتتاح,Opening Prayer,Prière d'ouverture,للَّهُمَّ إِنِّي نَوَيْتُ تِلَاوَةَ هَذَا الْوِرْدِ تَعْظِيمًا وَإِجْلَالًا لَكَ وَابْتِغَاءَ مَرْضَاتِكَ وَ قَصْدًا لِوَجْهِكَ الْكَرِيمِ ، مُخْلِصًا لَكَ مِنْ أَجْلِكَ وَ أَقُولُ بِإِمْدَادِكَ وَ عَوْنِكَ وَحَوْلِكَ وَ قُوَّتِكَ، وَ مَا وَهَبْتَنِي مِنْ إِنْعَامِكَ وَ تَوْفِيقِكَ مُسْتَعِينًا بِكَ,"Ô Allah, je compte réciter cette litanie en Ta glorification et Ta vénération, en recherchant Ton agrément et en visant Ta noble Face. Je le fais sincèrement pour Toi et par amour pour Toi. Je parle grâce à Ton soutien, Ton aide, Ta puissance et Ta force. Et je compte sur ce que Tu m'as accordé comme faveurs et succès, en recherchant Ton assistance.","O Allah, I intend to recite this litany in Your glorification and veneration, seeking Your pleasure and aiming at Your noble Face. I do it sincerely for You and out of love for You. I speak thanks to Your support, Your help, Your power and Your strength. And I rely on what You have granted me of favors and success, seeking Your assistance.",1,"Allāhumma innī nawaytu tilāwata hādhā l-wird taʿẓīman wa ijlālan laka wabtighāʾa marḍātika wa qaṣdan li-wajhika l-karīm, mukhliṣan laka min ajlika wa aqūlu bi-imdādika wa ʿawnika wa ḥawlika wa quwwatika, wa mā wahabtani min inʿāmika wa tawfīqika mustaʿīnan bika.",assets/laz.mp3,4,1,"Ya Allah, aku berniat untuk membaca litani ini dalam memuliakan dan memuji-Mu, dengan mencari keredhaan-Mu dan mengharapkan Wajah-Mu yang mulia. Aku melakukannya dengan tulus untuk-Mu dan kerana cinta-Mu. Aku berbicara dengan pertolongan-Mu, bantuan-Mu, kekuatan-Mu, dan kekuasaan-Mu. Dan aku bergantung pada apa yang Engkau telah kurniakan kepadaku dalam bentuk nikmat dan kejayaan, dengan mencari bantuan-Mu","Ya Allah, aku berniat untuk membaca litani ini dalam memuliakan dan memuji-Mu, dengan mencari keredhaan-Mu dan mengharapkan Wajah-Mu yang mulia. Aku melakukannya dengan tulus untuk-Mu dan kerana cinta-Mu. Aku berbicara dengan pertolongan-Mu, bantuan-Mu, kekuatan-Mu, dan kekuasaan-Mu. Dan aku bergantung pada apa yang Engkau telah kurniakan kepadaku dalam bentuk nikmat dan kejayaan, dengan mencari bantuan-Mu",1,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
21,فاتحة الكتاب,Opening of the book,Prologue,بِسۡمِ ٱللَّهِ ٱلرَّحۡمَٰنِ ٱلرَّحِيمِ (1) ٱلۡحَمۡدُ لِلَّهِ رَبِّ ٱلۡعَٰلَمِينَ (2) ٱلرَّحۡمَٰنِ ٱلرَّحِيمِ (3) مَٰلِكِ يَوۡمِ ٱلدِّينِ (4) إِيَّاكَ نَعۡبُدُ وَإِيَّاكَ نَسۡتَعِينُ (5) ٱهۡدِنَا ٱلصِّرَٰطَ ٱلۡمُسۡتَقِيمَ (6) صِرَٰطَ ٱلَّذِينَ أَنۡعَمۡتَ عَلَيۡهِمۡ غَيۡرِ ٱلۡمَغۡضُوبِ عَلَيۡهِمۡ وَلَا ٱلضَّآلِّينَ (7),"1. Au nom d’Allah, le Tout Miséricordieux, le Très Miséricordieux. 2. Louange à Allah, Seigneur de l’univers. 3. Le Tout Miséricordieux, le Très Miséricordieux, 4. Maître du Jour de la rétribution. 5. C’est Toi [Seul] que nous adorons, et c’est Toi [Seul] dont nous implorons secours. 6. Guide-nous dans le droit chemin, 7. le chemin de ceux que Tu as comblés de faveurs, non pas de ceux qui ont encouru Ta colère, ni des égarés","In the name of God, the Most Gracious, the Most Merciful. (1) All praise is due to God, Lord of the worlds. (2) The Most Gracious, the Most Merciful. (3) Master of the Day of Judgment. (4) You alone do we worship, and You alone do we ask for help. (5) Guide us to the straight path. (6) The path of those upon whom You have bestowed favor, except for (7) Those who incur wrath, nor those who go astray.",1,Bismi-llāhi r-raḥmāni r-raḥīm (1) Al-ḥamdu li-llāhi Rabbi l-ʿālamīn (2) Ar-raḥmāni r-raḥīm (3) Māliki yawmi d-dīn (4) Iyyāka naʿbudu wa iyyāka nastaʿīn (5) Ihdinā ṣ-ṣirāta l-mustaqīm (6) Ṣirāta lladhīna anʿamta ʿalayhim ghayri l-maghḍūbi ʿalayhim wa lā ḍ-ḍāllīn,assets/fatiha.mp3,4,2,Doa pembukaan,"Dengan nama Allah, Yang Maha Pemurah, Yang Maha Penyayang.
Segala puji bagi Allah, Tuhan semesta alam.
Yang Maha Pemurah, Yang Maha Penyayang,
Pemilik Hari Pembalasan.
Hanya kepada Engkau kami menyembah, dan hanya kepada Engkau kami mohon pertolongan.
Tunjukilah kami jalan yang lurus,
iaitu jalan orang-orang yang Engkau telah kurniakan nikmat kepada mereka, bukan jalan mereka yang dimurkai, dan bukan pula jalan mereka yang sesat.",1,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
22,أَسْتَغْفِرُ اللهَ الْعَظِيمَ الَّذِي لَا إِلَهَ إِلَّا هُوَ الْحَيُّ الْقَيُّومُ,"I seek forgiveness from Allah, the Most Great, besides whom there is no deity, the Living, the Sustainer.","Je demande pardon à Allah, le Très Grand, en dehors duquel il n'y a point de divinité, le Vivant, Celui qui subsiste par Lui-même",أَسْتَغْفِرُ اللهَ الْعَظِيمَ الَّذِي لَا إِلَهَ إِلَّا هُوَ الْحَيُّ الْقَيُّومُ,"Je demande pardon à Allah, le Très Grand, en dehors duquel il n'y a point de divinité, le Vivant, Celui qui subsiste par Lui-même","I seek forgiveness from Allah, the Most Great, besides whom there is no deity, the Living, the Sustainer.",3,Astaghfirullah al-‘Azim alladhi la ilaha illa Huwa al-Hayy al-Qayyum.,,4,3,"Saya memohon ampun kepada Allah, Yang Maha Besar, tiada tuhan selain Dia, Yang Hidup, Yang Berdiri Sendiri.","Saya memohon ampun kepada Allah, Yang Maha Besar, tiada tuhan selain Dia, Yang Hidup, Yang Berdiri Sendiri.",1,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
23,صلاة الفاتحة,"O Allah, bestow Your blessings upon our master Muhammad, the one who opens what was closed, who seals what came before, the defender of truth with truth, and guides him to Your straight path. And (bestow Your blessings) upon his family according to the true measure of his worth and his immense stature.","Ô Allah, répands Tes bénédictions sur notre maître Muhammad, celui qui ouvre ce qui était fermé, qui scelle ce qui a précédé, le défenseur de la vérité par la vérité, et le guide vers Ton droit chemin. Et (répands Tes bénédictions) sur sa famille selon la vraie mesure de sa valeur et de son immense stature",اللَّهُمَّ صَلِّ عَلى سَيِّدِنَا مُحَمَّدٍ ، الفاتِحِ لِمَا أُغْلِقَ و الخاتِمِ لِمَا سَبَقَ ، نَاصِرِ الحَقِّ بِالحَقِّ و الهَادِي إلى صِرَاطِكَ المُسْتَقِيمِ ، و عَلَى آلِهِ حَقَّ قَدْرِهِ و مِقْدَارِهِ العَظِيمِ,"Ô Allah, répands Tes bénédictions sur notre maître Muhammad, celui qui ouvre ce qui était fermé, qui scelle ce qui a précédé, le défenseur de la vérité par la vérité, et le guide vers Ton droit chemin. Et (répands Tes bénédictions) sur sa famille selon la vraie mesure de sa valeur et de son immense stature","O Allah, bestow Your blessings upon our master Muhammad, the one who opens what was closed, who seals what came before, the defender of truth with truth, and guides him to Your straight path. And (bestow Your blessings) upon his family according to the true measure of his worth and his immense stature.",3,"Allāhumma ṣalli ʿalā sayyidinā Muḥammad, al-fātiḥi limā ughliqa wal-khātimi limā sabaqa, nāṣiri l-ḥaqqi bil-ḥaqqi wal-hādī ilā ṣirāṭika l-mustaqīm, wa ʿalā ālihi ḥaqqa qadrihi wa miqdārihi l-ʿaẓīm.",,4,4,"Ya Allah, curahkanlah rahmat-Mu ke atas junjungan kami Muhammad, yang membuka apa yang tertutup, yang menyempurnakan apa yang telah terdahulu, pembela kebenaran dengan kebenaran, dan petunjuk ke jalan-Mu yang lurus. Dan (curahkanlah rahmat-Mu) ke atas keluarganya menurut ukuran sebenar nilai dan kedudukannya yang besar.","Ya Allah, curahkanlah rahmat-Mu ke atas junjungan kami Muhammad, yang membuka apa yang tertutup, yang menyempurnakan apa yang telah terdahulu, pembela kebenaran dengan kebenaran, dan petunjuk ke jalan-Mu yang lurus. Dan (curahkanlah rahmat-Mu) ke atas keluarganya menurut ukuran sebenar nilai dan kedudukannya yang besar.",1,true,2025-07-28 22:11:21.684829+00,2025-07-28 22:11:53.14491+00
